pair,k1,k2,name1,name2,league,start_time,fair1,fair2,quote1,quote2,limit_usd,seen_at,obs_at,cutoff_at,version,mins_to_start,n_seen
oberleitner|l|vliegen|s,oberleitner|l,vliegen|s,Lucas Miedler / Neil Oberleitner,Sander Gille / Joran Vliegen,Davis Cup - Doubles,2026-09-19 09:00:00,0.585592156287665,0.414407843712335,0.609375,0.43859649122807015,1250,2026-09-19 10:18:51,2026-09-19 10:10:36,2026-09-19 09:00:00,3733820695,-78.9,161
okamura|k|yamaguchi|m,okamura|k,yamaguchi|m,Kyoka Okamura,Mei Yamaguchi,WTA Singapore - Qualifiers,2026-09-20 05:30:00,0.36571646966847804,0.6342835303315221,0.3846153846153846,0.6527777777777778,1750,2026-09-20 06:05:41,2026-09-20 06:02:55,2026-09-20 05:30:00,3735825796,-35.7,51
oktiabreva|a|sziedat|f,oktiabreva|a,sziedat|f,Alisa Oktiabreva,Franziska Sziedat,ITF Women Santa Margherita di Pula - SF,2026-09-19 10:00:00,0.9395613492789393,0.060438650721060645,0.9552171965965071,0.08110300081103,750,2026-09-19 08:08:36,2026-09-19 08:06:58,2026-09-19 08:10:49,3733824586,111.4,60
onclin|g|rodionov|j,onclin|g,rodionov|j,Gauthier Onclin,Jurij Rodionov,Davis Cup - Qualifiers,2026-09-18 11:00:00,0.3111780415686834,0.6888219584313164,0.3333333333333333,0.7101449275362319,450,2026-09-18 13:28:24,2026-09-18 13:17:42,2026-09-18 10:50:00,3732634762,-148.4,34
oradini|g|pearson|k,oradini|g,pearson|k,Giovanni Oradini,Kody Pearson,ATP Challenger Genoa - Qualifiers,2026-09-20 11:00:00,0.9535463445731549,0.04645365542684521,0.9723985647253657,0.07716049382716049,50,2026-09-20 10:34:18,2026-09-20 10:19:35,2026-09-20 11:00:00,3736076855,25.7,35
osorio|j|sakamoto|p,osorio|j,sakamoto|p,Juan Sebastian Osorio,Pedro Sakamoto,ITF Men Belem - QF,2026-09-18 18:13:36,0.2972090337429826,0.7027909662570176,0.3215434083601286,0.726027397260274,750,2026-09-18 18:08:39,2026-09-18 18:07:03,2026-09-18 18:13:36,3733186370,4.9,5
osorio|j|zanellato|n,osorio|j,zanellato|n,Juan Sebastian Osorio,Nicolas Zanellato,ITF Men Belem - SF,2026-09-19 17:30:00,0.5113695120820447,0.4886304879179552,0.5348837209302326,0.5121951219512195,750,2026-09-19 17:29:29,2026-09-19 17:28:18,2026-09-19 17:30:00,3734980227,0.5,108
ostapenkov|d|vandecasteele|q,ostapenkov|d,vandecasteele|q,Daniil Ostapenkov,Quinn Vandecasteele,ATP Challenger San Diego - Qualifiers,2026-09-20 22:00:00,0.39692386049069306,0.6030761395093069,0.425531914893617,0.6309963099630996,75,2026-09-20 10:34:18,2026-09-20 10:34:18,2026-09-20 22:00:00,3736100892,685.7,3
otzipka|j|voloshchuk|a,otzipka|j,voloshchuk|a,Jana Otzipka,Angelina Voloshchuk,WTA 125K Porto - Qualifiers,2026-09-20 10:00:00,0.2306862918121269,0.7693137081878734,0.2531645569620253,0.790356394129979,1750,2026-09-20 10:01:15,2026-09-20 09:49:24,2026-09-20 10:00:00,3735975052,-1.3,45
park|j|poonacha|n,park|j,poonacha|n,Ji Sung Nam / Uisung Park,N.Sriram Balaji / Niki Kaliyanda Poonacha,Davis Cup - Doubles,2026-09-19 03:00:00,0.3995954180020959,0.6004045819979041,0.42372881355932196,0.6240601503759399,1250,2026-09-19 09:09:38,2026-09-19 08:55:05,2026-09-19 03:00:00,3733626698,-369.6,154
pavic|n|puetz|k,pavic|n,puetz|k,Nikola Mektic / Mate Pavic,Kevin Krawietz / Tim Puetz,Davis Cup - Doubles,2026-09-20 10:00:00,0.43880708354287823,0.5611929164571219,0.4629629629629629,0.5850622406639003,1250,2026-09-20 10:34:18,2026-09-20 10:19:35,2026-09-20 10:00:00,3736045462,-34.3,143
pawlikowska|z|perelygina|e,pawlikowska|z,perelygina|e,Zuzanna Pawlikowska,Ekaterina Perelygina,ITF Women Hurghada - SF,2026-09-19 06:00:00,0.5583659181727467,0.4416340818272533,0.5815899581589958,0.46511627906976744,750,2026-09-19 06:00:10,2026-09-19 05:53:56,2026-09-19 06:00:00,3733668022,-0.2,73
pel|j|tobon|n,pel|j,tobon|n,Jesper De Jong / David Pel,Nicolas Barrientos / Miguel Tobon,Davis Cup - Doubles,2026-09-19 12:00:00,0.6944528807721922,0.30554711922780786,0.7198879551820728,0.33222591362126247,450,2026-09-19 13:17:44,2026-09-19 13:06:51,2026-09-19 12:00:00,3734091653,-77.8,22
pereira|t|tsitsipas|p,pereira|t,tsitsipas|p,Tiago Pereira,Pavlos Tsitsipas,ATP Challenger Plovdiv - Qualifiers,2026-09-20 13:30:00,0.9412530908553238,0.05874690914467623,0.962686567164179,0.09132420091324202,50,2026-09-20 10:34:18,2026-09-20 10:19:35,2026-09-20 13:30:00,3736014062,175.7,52
perelygina|e|tupitsyna|e,perelygina|e,tupitsyna|e,Ekaterina Perelygina,Ekaterina Tupitsyna,ITF Women Hurghada - Final,2026-09-20 09:00:00,0.38580546100794577,0.6141945389920542,0.4098360655737705,0.6376811594202898,550,2026-09-20 06:33:11,2026-09-20 06:33:11,2026-09-20 09:00:00,3735826697,146.8,127
pigato|l|vandromme|j,pigato|l,vandromme|j,Lisa Pigato,Jeline Vandromme,WTA 125k Caldas Da Rainha - SF,2026-09-19 13:03:56,0.24438568941652108,0.7556143105834789,0.2617801047120419,0.7722095671981777,2500,2026-09-19 13:01:57,2026-09-19 12:56:36,2026-09-19 13:03:56,3734263793,2.0,67
piros|m|rodesch|a,piros|m,rodesch|a,Matyas Fuele / Zsombor Piros,Alex Knaff / Chris Rodesch,Davis Cup - Doubles,2026-09-19 12:00:00,0.44291377093197587,0.5570862290680241,0.4694835680751174,0.5833333333333333,950,2026-09-19 14:27:29,2026-09-19 14:15:10,2026-09-19 12:00:00,3734148560,-147.5,39
piter|q|plipuech|m,piter|q,plipuech|m,Quinn Gleason / Katarzyna Piter,Momoko Kobori / Peangtarn Plipuech,WTA Guadalajara - Doubles,2026-09-18 16:00:00,0.7010020210417162,0.2989979789582838,0.7245179063360881,0.3236245954692557,1250,2026-09-18 21:55:54,2026-09-18 21:55:54,2026-09-18 16:00:00,3732797579,-355.9,88
podoroska|n|quevedo|k,podoroska|n,quevedo|k,Nadia Podoroska,Kaitlin Quevedo,WTA Sao Paulo - Final,2026-09-20 18:30:00,0.43998742925126694,0.560012570748733,0.45454545454545453,0.574468085106383,4800,2026-09-20 10:34:18,2026-09-20 10:19:35,2026-09-20 18:30:00,3736078934,475.7,76
podrez|v|siskova|a,podrez|v,siskova|a,Veronika Podrez,Anna Siskova,ITF Women Le Neubourg - SF,2026-09-19 13:00:00,0.5215330759903644,0.4784669240096356,0.5454545454545454,0.5024875621890548,750,2026-09-19 12:05:37,2026-09-19 12:03:57,2026-09-19 12:12:14,3734154729,54.4,89
pokorny|m|tsitsipas|s,pokorny|m,tsitsipas|s,Milos Karol / Lukas Pokorny,Stefanos Sakellaridis / Stefanos Tsitsipas,Davis Cup - Doubles,2026-09-20 10:00:00,0.5315458372486201,0.4684541627513799,0.5555555555555556,0.4926108374384236,1250,2026-09-20 10:34:18,2026-09-20 10:19:35,2026-09-20 10:00:00,3736025767,-34.3,145
popovic|s|topo|m,popovic|s,topo|m,Stefan Popovic,Marko Topo,ITF Men Zlatibor - QF,2026-09-18 14:30:00,0.2231455968620361,0.7768544031379638,0.2481389578163772,0.8,750,2026-09-18 14:31:13,2026-09-18 14:18:06,2026-09-18 14:30:00,3732833772,-1.2,7
primorac|i|snells|j,primorac|i,snells|j,Iva Primorac,Jamilah Snells,WTA 125k Tolentino - Qualifiers,2026-09-20 08:00:00,0.9126577330108144,0.0873422669891859,0.9341238471673255,0.1149425287356322,300,2026-09-20 07:57:32,2026-09-20 07:48:36,2026-09-20 08:00:00,3735904486,2.4,36
prizmic|d|zverev|a,prizmic|d,zverev|a,Dino Prizmic,Alexander Zverev,Davis Cup - Qualifiers,2026-09-20 11:30:00,0.10878748149014766,0.8912125185098522,0.1349527665317139,0.9128160418482999,300,2026-09-20 10:34:18,2026-09-20 10:34:18,2026-09-20 11:30:00,3736095641,55.7,44
purcell|r|zielinski|k,purcell|r,zielinski|k,Rinky Hijikata / Max Purcell,Karol Drzewiecki / Jan Zielinski,Davis Cup - Doubles,2026-09-20 03:00:00,0.5955312721219028,0.4044687278780971,0.6197718631178707,0.4291845493562232,1250,2026-09-20 03:56:38,2026-09-20 03:47:06,2026-09-20 03:00:00,3735534487,-56.7,105
radulov|i|rune|h,radulov|i,rune|h,Iliyan Radulov,Holger Rune,Davis Cup World - Group 1,2026-09-18 17:59:00,0.21293931282664763,0.7870606871733524,0.2277904328018223,0.8011928429423458,2250,2026-09-18 17:09:20,2026-09-18 16:57:52,2026-09-18 17:04:56,3733052852,49.7,51
rahmani|k|willwerth|b,rahmani|k,willwerth|b,Kasra Rahmani,Benjamin Willwerth,ITF Men Monastir - Final,2026-09-20 09:14:44,0.5337402007076846,0.46625979929231565,0.5575221238938054,0.49019607843137253,750,2026-09-20 09:20:10,2026-09-20 09:07:38,2026-09-20 09:14:44,3735980703,-5.5,51
republic|c|usa|,republic|c,usa|,Czech Republic,USA,Davis Cup - Tie Winner,2026-09-18 13:00:00,0.4416340818272533,0.5583659181727467,0.46511627906976744,0.5815899581589958,500,2026-09-18 13:28:24,2026-09-18 13:17:42,2026-09-18 13:00:00,3732619519,-28.4,67
reynolds|a|yuzuki|y,reynolds|a,yuzuki|y,Ajeet Rai / Finn Reynolds,Yosuke Watanuki / Takeru Yuzuki,Davis Cup - Doubles,2026-09-20 00:00:00,0.48635347849732036,0.5136465215026794,0.5098039215686274,0.5370370370370371,1250,2026-09-20 00:59:30,2026-09-20 00:45:59,2026-09-20 00:00:00,3735203371,-59.5,93
risso|l|rodrigues|b,risso|l,rodrigues|b,Leyla Fiorella Britez Risso,Beatriz Nahmias Melo Rodrigues,ITF Women Sao Luis - QF,2026-09-18 13:43:00,0.9791918726285243,0.020808127371475475,0.9877119685426394,0.03502626970227671,750,2026-09-18 13:44:09,2026-09-18 13:34:40,2026-09-18 13:43:00,3732808155,-1.2,65
risso|l|silva|j,risso|l,silva|j,Leyla Fiorella Britez Risso,Julia Konishi Camargo Silva,ITF Women Sao Luis - SF,2026-09-19 15:00:00,0.9406061423815644,0.05939385761843563,0.9561211057481351,0.07993605115907275,750,2026-09-19 13:45:09,2026-09-19 13:36:52,2026-09-19 13:44:13,3734373914,74.8,99
rodriguez|j|zandschulp|b,rodriguez|j,zandschulp|b,Johan Alexander Rodriguez,Botic Van de Zandschulp,Davis Cup World - Group 1,2026-09-18 12:00:00,0.02827649487363433,0.9717235051263656,0.044306601683650866,0.9820627802690582,250,2026-09-18 13:28:24,2026-09-18 13:17:42,2026-09-18 12:00:00,3732637713,-88.4,27
ruud|c|te|r,ruud|c,te|r,Casper Ruud,Rigele Te,Davis Cup World - Group 1,2026-09-18 16:00:00,0.9829885496476328,0.017011450352366904,0.9898846854137164,0.028473804100227793,375,2026-09-18 16:03:26,2026-09-18 15:50:42,2026-09-18 16:00:00,3732958096,-3.5,44
ruud|v|zhang|f,ruud|v,zhang|f,Viktor Durasovic / Casper Ruud,Fnu Nidunjianzan / Zhizhen Zhang,Davis Cup - Doubles,2026-09-19 13:30:00,0.7542810710971442,0.24571892890285588,0.7772828507795101,0.27027027027027023,1250,2026-09-19 14:27:29,2026-09-19 14:15:10,2026-09-19 13:30:00,3734269453,-57.5,39
rybakov|a|sell|k,rybakov|a,sell|k,Alex Rybakov,Karue Sell,ATP Challenger San Diego - Qualifiers,2026-09-20 18:10:00,0.6392502267911518,0.36074977320884805,0.6666666666666666,0.3891050583657587,75,2026-09-20 10:34:18,2026-09-20 10:34:18,2026-09-20 18:10:00,3736094293,455.7,3
sakamoto|r|shepp|a,sakamoto|r,shepp|a,Rei Sakamoto,Anton Shepp,Davis Cup World - Group 1,2026-09-19 00:17:00,0.8377105784685498,0.16228942153145015,0.8514115898959881,0.17699115044247787,2250,2026-09-19 00:12:53,2026-09-19 00:09:47,2026-09-19 00:17:00,3733594672,4.1,77
sakamoto|r|watt|j,sakamoto|r,watt|j,Rei Sakamoto,James Watt,Davis Cup World - Group 1,2026-09-20 04:41:00,0.8517840505074384,0.14821594949256156,0.8673740053050397,0.1652892561983471,1500,2026-09-20 04:51:34,2026-09-20 04:47:29,2026-09-20 04:50:00,3735820727,-10.6,128
salkova|k|stefani|g,salkova|k,stefani|g,Kaitlin Quevedo / Dominika Salkova,Gabriela Dabrowski / Luisa Stefani,WTA Sao Paulo - Doubles,2026-09-18 14:00:00,0.08364270680410375,0.9163572931958962,0.11049723756906077,0.9371464487743558,1250,2026-09-18 18:56:31,2026-09-18 18:49:49,2026-09-18 14:00:00,3732767573,-296.5,67
salvestre|d|willwerth|b,salvestre|d,willwerth|b,Damien Salvestre,Benjamin Willwerth,ITF Men Monastir - QF,2026-09-18 11:00:00,0.4035668984116433,0.5964331015883567,0.4273504273504274,0.6197718631178707,750,2026-09-18 13:28:24,2026-09-18 13:17:42,2026-09-18 11:00:00,3732601114,-148.4,98
samsonova|l|stearns|p,samsonova|l,stearns|p,Liudmila Samsonova,Peyton Stearns,WTA Guadalajara - SF,2026-09-19 01:02:48,0.5864818601792017,0.41351813982079844,0.5983935742971888,0.425531914893617,8000,2026-09-19 00:57:13,2026-09-19 00:57:13,2026-09-19 01:02:48,3733626801,5.5,117
samson|l|stefano|s,samson|l,stefano|s,Laura Samson,Samira De Stefano,WTA 125K Ljubljana - SF,2026-09-19 10:10:00,0.6497034020085489,0.3502965979914512,0.6666666666666666,0.36764705882352944,2500,2026-09-19 10:03:38,2026-09-19 10:02:32,2026-09-19 10:10:54,3733952759,6.4,73
santos|p|zanellato|n,santos|p,zanellato|n,Paulo Andre Saraiva Dos Santos,Nicolas Zanellato,ITF Men Belem - Final,2026-09-20 15:00:00,0.7329977556748154,0.2670022443251848,0.7607655502392345,0.29673590504451036,550,2026-09-20 10:34:18,2026-09-20 10:19:35,2026-09-20 15:00:00,3735975052,265.7,60
schoen|p|tabacco|f,schoen|p,tabacco|f,Patrick Schoen,Fausto Tabacco,ITF Men Sintra - Final,2026-09-20 09:14:45,0.7027909662570176,0.2972090337429826,0.726027397260274,0.3215434083601286,750,2026-09-20 09:20:10,2026-09-20 09:07:38,2026-09-20 09:14:45,3735980447,-5.4,51
shepp|a|shimabukuro|s,shepp|a,shimabukuro|s,Anton Shepp,Sho Shimabukuro,Davis Cup World - Group 1,2026-09-20 02:42:09,0.26268937360672745,0.7373106263932725,0.2777777777777778,0.7518610421836228,3000,2026-09-20 02:42:42,2026-09-20 02:31:36,2026-09-20 03:28:00,3735755912,-0.7,84
shimabukuro|s|watt|j,shimabukuro|s,watt|j,Sho Shimabukuro,James Watt,Davis Cup World - Group 1,2026-09-19 02:16:12,0.796930545267742,0.20306945473225796,0.8109640831758034,0.2178649237472767,2250,2026-09-19 02:18:30,2026-09-19 02:07:28,2026-09-19 02:16:12,3733669548,-2.3,83
sidorova|k|wei|s,sidorova|k,wei|s,Kristiana Sidorova,Sijia Wei,ITF Women Shenyang - Final,2026-09-20 02:00:00,0.4830120867060124,0.5169879132939876,0.5073891625615764,0.5412844036697247,750,2026-09-20 02:00:25,2026-09-20 01:58:30,2026-09-20 03:00:00,3735737737,-0.4,146
silva|v|tikhonova|v,silva|v,tikhonova|v,Victoria Luiza Barros / Nauhany Vitoria Leme Da Silva,Valeriya Strakhova / Anastasia Tikhonova,WTA Sao Paulo - Doubles,2026-09-18 14:00:00,0.33913048328525747,0.6608695167147425,0.36363636363636365,0.6845425867507886,1250,2026-09-18 17:50:57,2026-09-18 17:36:45,2026-09-18 14:00:00,3732764142,-231.0,57
stefani|g|you|y,stefani|g,you|y,Gabriela Dabrowski / Luisa Stefani,Yiming Dang / Xiaodi You,WTA Sao Paulo - Doubles,2026-09-19 19:55:00,0.9163572931958962,0.08364270680410375,0.9371464487743558,0.11049723756906077,1250,2026-09-19 20:59:12,2026-09-19 20:44:30,2026-09-19 19:55:00,3735389191,-64.2,70
sverzut|c|zanellato|n,sverzut|c,zanellato|n,Corsini Lorenzo Sverzut,Nicolas Zanellato,ITF Men Belem - QF,2026-09-18 22:00:00,0.16470424487226484,0.8352957551277351,0.2,0.8654104979811574,400,2026-09-18 15:27:34,2026-09-18 15:18:28,2026-09-18 22:00:00,3732644114,392.4,53
tabacco|f|tabacco|g,tabacco|f,tabacco|g,Fausto Tabacco,Giorgio Tabacco,ITF Men Sintra - SF,2026-09-19 09:15:56,0.5483459559871412,0.45165404401285875,0.5726495726495727,0.47619047619047616,750,2026-09-19 09:22:20,2026-09-19 09:10:11,2026-09-19 09:15:56,3733883812,-6.4,67
tararudee|l|uchijima|m,tararudee|l,uchijima|m,Lanlana Tararudee,Moyuka Uchijima,WTA Seoul - R1,2026-09-21 03:10:00,0.6687709852274712,0.33122901477252875,0.6855345911949686,0.3484320557491289,350,2026-09-20 10:34:18,2026-09-20 10:19:35,2026-09-21 03:10:00,3736043946,995.7,11
tikhonova|v|zamarripa|a,tikhonova|v,zamarripa|a,Valeriya Strakhova / Anastasia Tikhonova,Anna Rogers / Allura Zamarripa,WTA Sao Paulo - Doubles,2026-09-19 16:10:00,0.47392353200298415,0.5260764679970158,0.49751243781094534,0.5495495495495495,1250,2026-09-19 18:56:26,2026-09-19 18:43:45,2026-09-19 16:10:00,3734764169,-166.5,49
tseng|c|wallin|o,tseng|c,wallin|o,Chun Hsin Tseng,Olle Wallin,Davis Cup World - Group 1,2026-09-20 06:13:00,0.6535220592117224,0.34647794078827765,0.6677740863787376,0.36101083032490977,3000,2026-09-20 05:22:16,2026-09-20 05:22:16,2026-09-20 05:20:29,3735830796,50.7,98
vacherot|v|vasa|e,vacherot|v,vasa|e,Valentin Vacherot,Eero Vasa,Davis Cup World - Group 1,2026-09-18 17:00:02,0.9442479802137025,0.055752019786297465,0.9580184718723762,0.07369196757553427,375,2026-09-18 16:57:19,2026-09-18 16:51:24,2026-09-18 17:00:02,3733047495,2.6,47
vacherot|v|virtanen|o,vacherot|v,virtanen|o,Valentin Vacherot,Otto Virtanen,Davis Cup World - Group 1,2026-09-19 14:28:00,0.5922553071157969,0.4077446928842031,0.6062992125984252,0.42194092827004215,3000,2026-09-19 13:45:09,2026-09-19 13:36:52,2026-09-19 13:43:58,3734373187,42.8,79
valdmannova|m|you|y,valdmannova|m,you|y,Mary Stoiana / Vendula Valdmannova,Yiming Dang / Xiaodi You,WTA Sao Paulo - Doubles,2026-09-18 23:35:00,0.7204371963000588,0.2795628036999412,0.7435897435897436,0.303951367781155,1250,2026-09-19 00:12:53,2026-09-19 00:06:45,2026-09-18 23:35:00,3733564577,-37.9,103
vallejo|a|varillas|j,vallejo|a,varillas|j,Adolfo Daniel Vallejo,Juan Pablo Varillas,Davis Cup World - Group 1,2026-09-19 00:05:00,0.6588146627187734,0.3411853372812266,0.673202614379085,0.35587188612099646,3000,2026-09-19 00:12:53,2026-09-19 00:06:45,2026-09-19 00:05:00,3733586235,-7.9,103
vaquero|m|yamalapalli|s,vaquero|m,yamalapalli|s,Maria Martinez Vaquero,Sahaja Yamalapalli,WTA 125K Porto - Qualifiers,2026-09-20 13:00:00,0.48056428447650934,0.5194357155234907,0.5024875621890548,0.5412844036697247,1750,2026-09-20 10:34:18,2026-09-20 10:19:35,2026-09-20 13:00:00,3736049546,145.7,58
wehnelt|k|wiedenmann|l,wehnelt|k,wiedenmann|l,Kai Wehnelt,Luca Wiedenmann,ATP Challenger Plovdiv - Qualifiers,2026-09-20 10:40:00,0.6455350597310521,0.354464940268948,0.673202614379085,0.38314176245210724,350,2026-09-20 10:34:18,2026-09-20 10:25:31,2026-09-20 10:50:00,3736091359,5.7,52
wei|s|zhang|r,wei|s,zhang|r,Sijia Wei,Ruien Zhang,ITF Women Shenyang - SF,2026-09-19 02:12:49,0.726084027289395,0.2739159727106049,0.7493734335839599,0.29850746268656714,750,2026-09-19 02:18:30,2026-09-19 02:07:28,2026-09-19 02:12:49,3733667185,-5.7,50
wong|s|zeballos|m,wong|s,zeballos|m,Siu Chi Nicholas Cheng / Tsz Fu Wong,Murkel Dellien / Federico Zeballos,Davis Cup - Doubles,2026-09-19 20:00:00,0.05532105769067197,0.944678942309328,0.09328358208955223,0.9677419354838709,125,2026-09-19 12:05:37,2026-09-19 12:03:57,2026-09-19 20:00:00,3734146750,474.4,1
